47,134
48,100
49,102
50,104
51,106
52,108
53,110
54,112
55,114
56,116
57,118
58,120
59,122
60,124
61,126
62,128
63,130
64,132
65,134
66,100
67,102
68,104
69,106
70,108
71,110
72,112
73,114
74,116
75,118
76,120
77,122
78,124
79,126
80,128
81,130
82,132
83,134
84,100
85,102
86,104
87,106
88,108
89,110
90,112
91,114
92,116
93,118
94,120
95,122
96,124
97,126
98,128
99,130
0,132
1,134
2,100
3,102
4,104
5,106
6,108
7,110
8,112
9,114
10,116
11,118
12,120
13,122
14,124
15,126
16,128
17,130
18,132
19,134
20,100
21,102
22,104
23,106
24,108
25,110
26,112
27,114
28,116
29,118
30,120
31,122
32,124
33,126
34,128
35,130
36,132
37,134
38,100
39,102
40,104
41,106
42,108
43,110
44,112
45,114
46,116
47,118
48,120
49,122
50,124
51,126
52,128
53,130
54,132
55,134
56,100
57,102
58,104
59,106
60,108
61,110
62,112
63,114
64,116
65,118
66,120
67,122
68,124
69,126
70,128
71,130
72,132
73,134
74,100
75,102
76,104
77,106
78,108
79,110
80,112
81,114
82,116
83,118
84,120
85,122
86,124
87,126
88,128
89,130
90,132
91,134
92,100
93,102
94,104
95,106
96,108
97,110
98,112
99,114
0,116
1,118
2,120
3,122
4,124
5,126
6,128
7,130
8,132
9,134
10,100
11,102
12,104
13,106
14,108
15,110
16,112
17,114
18,116
19,118
20,120
21,122
22,124
23,126
24,128
25,130
26,132
27,134
28,100
29,102
30,104
31,106
32,108
33,110
34,112
35,114
36,116
37,118
38,120
39,122
40,124
41,126
42,128
43,130
44,132
45,134
46,100
47,102
48,104
49,106
50,108
51,110
52,112
53,114
54,116
55,118
56,120
57,122
58,124
59,126
60,128
61,130
62,132
63,134
64,100
65,102
66,104
67,106
68,108
69,110
70,112
71,114
72,116
73,118
74,120
75,122
76,124
77,126
78,128
79,130
80,132
81,134
82,100
83,102
84,104
85,106
86,108
87,110
88,112
89,114
90,116
91,118
92,120
93,122
94,124
95,126
96,128
97,130
98,132
99,134
